,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1770,50,Travel_Frequently,Research & Development,1,4,Medical,Male,Research Scientist,Single,159920,3.0,14,8,0,5.0,3,0,0,0,1
1771,29,Travel_Rarely,Sales,4,3,Other,Female,Human Resources,Single,35390,1.0,18,8,0,6.0,2,6,1,5,0
1772,33,Travel_Rarely,Sales,11,4,Marketing,Male,Research Scientist,Married,71400,5.0,21,8,0,8.0,2,5,0,4,1
1773,51,Travel_Rarely,Sales,16,3,Medical,Male,Research Scientist,Married,94390,2.0,15,8,3,29.0,0,20,4,17,0
1774,27,Non-Travel,Research & Development,3,3,Medical,Male,Healthcare Representative,Divorced,27830,6.0,16,8,1,6.0,2,2,2,2,0
1775,50,Travel_Frequently,Research & Development,3,3,Other,Male,Research Scientist,Married,42940,2.0,20,8,0,32.0,2,30,12,13,0
1776,20,Travel_Rarely,Research & Development,11,3,Medical,Male,Sales Executive,Single,93960,1.0,12,8,0,2.0,6,2,0,2,1
1777,41,Travel_Rarely,Sales,1,4,Life Sciences,Female,Research Director,Married,52570,1.0,14,8,0,10.0,2,10,0,8,0
1778,32,Travel_Frequently,Research & Development,9,2,Medical,Female,Research Scientist,Single,35000,0.0,16,8,1,8.0,2,7,3,6,0
1779,25,Travel_Rarely,Research & Development,11,3,Medical,Male,Manufacturing Director,Married,100960,0.0,11,8,1,4.0,3,3,1,2,0
1780,54,Travel_Rarely,Research & Development,25,1,Medical,Female,Laboratory Technician,Married,48550,9.0,25,8,1,16.0,2,4,0,3,0
1781,30,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,Manufacturing Director,Divorced,92500,1.0,12,8,3,11.0,0,11,2,7,0
1782,42,Travel_Frequently,Sales,2,2,Marketing,Male,Research Director,Married,29560,5.0,13,8,0,23.0,2,20,4,8,0
1783,45,Non-Travel,Sales,2,4,Life Sciences,Male,Manufacturing Director,Married,58550,1.0,14,8,1,10.0,3,10,4,5,0
1784,39,Non-Travel,Research & Development,29,2,Life Sciences,Male,Sales Executive,Married,38750,3.0,15,8,0,13.0,3,6,0,5,0
1785,24,Travel_Rarely,Sales,7,3,Medical,Female,Laboratory Technician,Married,12320,1.0,12,8,0,1.0,4,1,0,0,0
1786,33,Non-Travel,Research & Development,14,3,Other,Male,Research Scientist,Divorced,108200,5.0,12,8,0,11.0,2,9,1,7,0
1787,39,Travel_Rarely,Sales,29,1,Marketing,Female,Laboratory Technician,Divorced,54600,6.0,13,8,2,21.0,3,19,15,2,0
1788,29,Travel_Rarely,Research & Development,7,1,Life Sciences,Female,Research Scientist,Single,21800,1.0,21,8,0,4.0,2,4,0,1,1
1789,40,Travel_Rarely,Sales,26,4,Marketing,Female,Sales Executive,Married,34820,0.0,18,8,1,21.0,2,20,1,12,0
1790,39,Travel_Rarely,Sales,2,4,Life Sciences,Male,Laboratory Technician,Divorced,72640,0.0,17,8,0,,5,10,0,7,0
1791,45,Travel_Rarely,Research & Development,1,5,Technical Degree,Male,Healthcare Representative,Divorced,20880,4.0,15,8,3,18.0,2,5,0,2,0
1792,42,Travel_Rarely,Research & Development,5,3,Medical,Male,Sales Executive,Married,53900,1.0,14,8,0,10.0,3,10,5,8,0
1793,36,Travel_Rarely,Research & Development,22,4,Life Sciences,Male,Healthcare Representative,Married,29500,4.0,14,8,0,8.0,1,6,0,0,0
1794,33,Travel_Rarely,Research & Development,2,2,Medical,Male,Sales Executive,Single,24400,0.0,18,8,3,4.0,4,3,0,2,0
1795,31,Travel_Frequently,Research & Development,9,4,Medical,Male,Sales Executive,Divorced,46840,1.0,16,8,1,2.0,4,2,2,2,0
1796,35,Travel_Frequently,Research & Development,15,3,Medical,Male,Manufacturing Director,Married,65490,1.0,20,8,0,9.0,3,9,1,8,0
1797,24,Travel_Rarely,Sales,7,4,Life Sciences,Female,Laboratory Technician,Single,25760,8.0,17,8,3,6.0,3,4,1,2,0
1798,52,Travel_Rarely,Research & Development,2,4,Medical,Female,Sales Representative,Married,35370,0.0,11,8,1,34.0,3,33,11,9,0
1799,38,Travel_Rarely,Sales,22,2,Medical,Male,Sales Executive,Married,137340,0.0,13,8,0,3.0,3,2,1,2,0
1800,34,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,Laboratory Technician,Divorced,23410,1.0,20,8,2,8.0,3,8,0,6,0
1801,53,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,Research Director,Divorced,40310,3.0,12,8,1,26.0,3,7,4,7,0
1802,29,Travel_Rarely,Sales,10,2,Life Sciences,Female,Sales Executive,Divorced,128080,1.0,13,8,0,10.0,6,10,0,4,0
1803,55,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,Laboratory Technician,Married,74410,3.0,12,8,1,24.0,4,1,1,0,0
1804,41,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Human Resources,Single,68830,3.0,19,8,2,16.0,3,1,0,0,0
1805,41,Non-Travel,Research & Development,23,3,Life Sciences,Male,Manufacturing Director,Single,26700,2.0,15,8,2,10.0,2,8,0,7,0
1806,26,Travel_Rarely,Sales,8,2,Marketing,Male,Sales Executive,Divorced,80950,1.0,15,8,0,1.0,3,1,0,0,1
1807,57,Travel_Rarely,Research & Development,21,4,Life Sciences,Male,Research Scientist,Married,191610,2.0,18,8,0,15.0,2,3,1,2,0
1808,35,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,Healthcare Representative,Married,78980,7.0,15,8,0,5.0,2,2,2,2,0
1809,33,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,Research Scientist,Single,42560,1.0,13,8,3,5.0,1,5,0,2,0
1810,31,Non-Travel,Sales,23,1,Medical,Male,Sales Executive,Divorced,38670,1.0,11,8,1,4.0,4,4,2,3,0
1811,23,Travel_Rarely,Research & Development,23,1,Life Sciences,Female,Research Scientist,Single,173280,1.0,17,8,1,2.0,2,2,0,2,0
1812,40,Travel_Frequently,Research & Development,26,4,Life Sciences,Male,Research Scientist,Married,194060,3.0,20,8,3,16.0,2,1,0,0,0
1813,27,Travel_Rarely,Research & Development,4,3,Technical Degree,Male,Manufacturing Director,Single,51710,0.0,20,8,1,9.0,1,8,0,7,0
1814,34,Travel_Frequently,Research & Development,9,4,Life Sciences,Female,Manufacturing Director,Married,26250,1.0,12,8,3,16.0,4,15,6,11,0
1815,34,Non-Travel,Sales,1,2,Life Sciences,Male,Research Scientist,Divorced,86210,1.0,17,8,1,5.0,1,5,0,0,0
1816,44,Non-Travel,Research & Development,8,2,Life Sciences,Male,Research Scientist,Single,135030,2.0,12,8,0,9.0,6,5,1,4,0
1817,37,Non-Travel,Sales,8,4,Medical,Male,Healthcare Representative,Single,75870,0.0,22,8,1,7.0,5,6,1,3,0
1818,50,Travel_Rarely,Sales,10,4,Life Sciences,Female,Manager,Married,47870,0.0,12,8,0,28.0,3,27,15,7,0
1819,33,Travel_Frequently,Sales,4,2,Life Sciences,Male,Research Scientist,Single,47880,3.0,11,8,1,9.0,0,7,0,1,0
1820,33,Travel_Frequently,Sales,9,2,Marketing,Male,Human Resources,Married,29090,2.0,11,8,0,10.0,2,5,1,3,0
1821,22,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,Sales Representative,Single,193310,1.0,12,8,1,1.0,2,0,0,0,0
1822,36,Travel_Rarely,Human Resources,1,3,Human Resources,Male,Research Scientist,Single,23770,6.0,13,8,2,15.0,3,1,0,0,0
1823,41,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Human Resources,Single,68830,3.0,19,8,2,16.0,3,1,0,0,0
1824,34,Travel_Rarely,Sales,4,3,Life Sciences,Male,Research Scientist,Single,88470,1.0,16,8,0,10.0,3,10,9,6,0
1825,30,Travel_Rarely,Human Resources,20,4,Life Sciences,Male,Research Scientist,Married,46610,1.0,11,8,0,12.0,3,12,1,7,0
1826,44,Travel_Rarely,Research & Development,9,3,Technical Degree,Female,Healthcare Representative,Divorced,68610,4.0,12,8,0,8.0,2,2,2,2,0
1827,29,Travel_Rarely,Research & Development,8,3,Medical,Female,Research Scientist,Divorced,52960,4.0,14,8,0,11.0,3,7,1,7,0
1828,47,Non-Travel,Research & Development,1,4,Medical,Male,Research Scientist,Married,45380,8.0,11,8,0,16.0,3,8,1,7,0
1829,34,Travel_Rarely,Sales,9,3,Marketing,Female,Manager,Single,53680,2.0,14,8,1,9.0,2,3,1,2,0
1830,38,Travel_Frequently,Sales,29,2,Medical,Female,Sales Executive,Single,39170,1.0,15,8,3,4.0,2,4,3,3,0
1831,48,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,Research Director,Divorced,197400,3.0,14,8,0,24.0,2,22,4,7,0
1832,51,Travel_Rarely,Research & Development,1,3,Other,Female,Research Director,Married,80080,2.0,15,8,1,10.0,4,1,0,0,0
1833,35,Travel_Rarely,Research & Development,10,1,Medical,Male,Research Scientist,Divorced,57650,1.0,14,8,1,1.0,2,1,0,0,0
1834,31,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,Research Director,Divorced,53430,1.0,14,8,1,13.0,3,13,0,8,0
1835,31,Travel_Frequently,Research & Development,25,5,Technical Degree,Female,Human Resources,Married,180610,1.0,14,8,1,10.0,2,10,8,7,0
1836,40,Travel_Rarely,Research & Development,1,3,Medical,Female,Research Scientist,Divorced,37800,7.0,12,8,0,7.0,2,5,1,3,0
1837,36,Travel_Rarely,Sales,15,2,Life Sciences,Male,Sales Executive,Married,96790,4.0,12,8,0,6.0,1,2,2,2,0
1838,29,Travel_Rarely,Research & Development,10,2,Medical,Male,Manufacturing Director,Married,169590,4.0,14,8,3,11.0,5,8,1,1,0
1839,44,Travel_Rarely,Research & Development,3,4,Medical,Male,Research Scientist,Single,25640,1.0,12,8,3,20.0,3,20,13,17,0
1840,35,Travel_Rarely,Human Resources,1,3,Human Resources,Male,Laboratory Technician,Married,136750,1.0,15,8,3,5.0,5,5,1,0,0
1841,44,Travel_Rarely,Research & Development,18,4,Life Sciences,Female,Sales Executive,Married,21190,9.0,15,8,0,24.0,3,20,3,6,1
1842,43,Non-Travel,Human Resources,8,5,Medical,Female,Sales Executive,Single,22580,4.0,18,8,0,7.0,2,3,1,2,0
1843,28,Travel_Rarely,Research & Development,10,3,Other,Male,Sales Representative,Married,52100,1.0,15,8,0,1.0,1,1,0,0,0
1844,20,Travel_Rarely,Research & Development,18,4,Medical,Male,Human Resources,Single,84120,1.0,13,8,0,2.0,2,2,2,2,0
1845,48,Travel_Rarely,Human Resources,2,4,Medical,Male,Sales Executive,Single,45540,2.0,11,8,2,19.0,3,2,2,2,0
1846,31,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,Laboratory Technician,Married,21680,0.0,14,8,1,2.0,2,1,0,0,1
1847,50,Travel_Rarely,Research & Development,17,3,Medical,Male,Research Scientist,Divorced,173280,4.0,15,8,2,20.0,1,3,2,0,1
1848,42,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,Manufacturing Director,Married,89260,1.0,14,8,0,,4,20,11,6,0
1849,27,Travel_Frequently,Research & Development,18,2,Medical,Female,Laboratory Technician,Single,65160,1.0,19,8,1,7.0,4,7,0,7,0
1850,40,Travel_Rarely,Research & Development,8,1,Medical,Female,Research Scientist,Married,35440,3.0,18,8,3,15.0,3,11,5,10,0
1851,35,Travel_Rarely,Research & Development,5,3,Medical,Male,Healthcare Representative,Married,57150,6.0,24,8,2,10.0,0,8,1,7,0
1852,33,Travel_Frequently,Human Resources,10,3,Medical,Female,Sales Executive,Married,27000,0.0,14,8,3,5.0,2,4,0,3,0
1853,29,Travel_Frequently,Research & Development,8,1,Medical,Male,Research Scientist,Married,40370,0.0,14,8,0,4.0,2,3,0,2,0
1854,34,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,Sales Representative,Single,192460,3.0,15,8,1,15.0,5,13,3,12,0
1855,41,Travel_Rarely,Research & Development,10,4,Medical,Male,Research Scientist,Married,57430,2.0,12,8,3,7.0,2,5,1,4,0
1856,48,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,Manager,Married,62720,4.0,14,8,0,29.0,3,22,12,9,0
1857,31,Travel_Rarely,Sales,9,4,Life Sciences,Female,Sales Executive,Divorced,161240,2.0,23,8,1,8.0,2,5,1,4,0
1858,36,Travel_Rarely,Research & Development,13,3,Technical Degree,Female,Healthcare Representative,Married,25170,2.0,14,8,0,12.0,3,4,1,3,0
1859,30,Travel_Rarely,Sales,5,4,Medical,Female,Manufacturing Director,Single,54100,0.0,17,8,1,6.0,2,5,4,4,0
1860,35,Travel_Rarely,Sales,8,1,Marketing,Female,Laboratory Technician,Married,37600,1.0,14,8,3,10.0,2,10,0,6,0
1861,21,Travel_Rarely,Research & Development,1,3,Medical,Male,Sales Executive,Single,104000,1.0,13,8,1,1.0,2,1,0,0,1
1862,28,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,Healthcare Representative,Divorced,25000,1.0,16,8,2,6.0,3,5,0,4,0
1863,32,Non-Travel,Research & Development,10,4,Life Sciences,Female,Laboratory Technician,Single,87400,2.0,11,8,1,12.0,2,7,0,7,0
1864,25,Travel_Rarely,Sales,11,3,Life Sciences,Female,Laboratory Technician,Married,23110,1.0,11,8,1,5.0,2,5,0,3,0
1865,38,Travel_Frequently,Research & Development,7,3,Medical,Female,Sales Representative,Divorced,76250,1.0,15,8,0,4.0,2,4,0,3,0
1866,33,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,Human Resources,Married,33060,1.0,11,8,3,8.0,6,8,1,6,0
1867,46,Travel_Rarely,Research & Development,8,4,Other,Male,Manager,Married,17020,5.0,21,8,0,25.0,2,4,0,3,0
1868,48,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,Laboratory Technician,Single,132370,5.0,13,8,1,7.0,2,1,0,0,0
1869,31,Travel_Rarely,Sales,9,4,Life Sciences,Female,Sales Executive,Divorced,161240,2.0,23,8,1,8.0,2,5,1,4,0
1870,29,Travel_Rarely,Research & Development,5,3,Medical,Male,Research Scientist,Divorced,51300,4.0,11,8,0,8.0,3,3,1,2,0
1871,32,Travel_Frequently,Sales,2,2,Life Sciences,Female,Manufacturing Director,Single,21660,1.0,19,8,1,9.0,4,9,3,7,0
1872,42,Travel_Rarely,Sales,2,4,Medical,Female,Research Director,Single,45390,4.0,17,8,1,8.0,5,0,0,0,0
1873,35,Travel_Rarely,Research & Development,10,5,Medical,Female,Laboratory Technician,Single,134580,1.0,11,8,0,17.0,3,17,11,8,0
1874,37,Travel_Rarely,Sales,24,2,Life Sciences,Female,Laboratory Technician,Divorced,42570,4.0,15,8,0,9.0,2,1,0,0,0
1875,43,Travel_Frequently,Sales,14,3,Life Sciences,Female,Manufacturing Director,Married,37480,7.0,14,8,2,,3,3,1,2,0
1876,30,Travel_Rarely,Sales,9,3,Medical,Male,Research Scientist,Single,39360,0.0,11,8,1,6.0,3,5,1,2,0
1877,36,Travel_Rarely,Research & Development,2,2,Medical,Female,Healthcare Representative,Divorced,114160,6.0,16,8,0,13.0,2,5,0,4,0
1878,55,Travel_Rarely,Sales,11,3,Technical Degree,Male,Manufacturing Director,Married,83810,4.0,15,8,1,23.0,3,19,9,11,0
1879,28,Travel_Rarely,Sales,1,2,Life Sciences,Male,Manager,Married,44770,1.0,15,8,0,3.0,6,3,1,2,0
1880,34,Travel_Rarely,Sales,15,2,Marketing,Female,Research Scientist,Single,84630,2.0,13,8,0,8.0,2,4,1,3,1
1881,52,Travel_Rarely,Research & Development,12,3,Medical,Male,Research Scientist,Married,48780,2.0,11,8,1,31.0,3,5,1,4,0
1882,24,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,Laboratory Technician,Married,34070,0.0,13,8,1,6.0,4,5,1,2,0
1883,50,Travel_Rarely,Sales,19,4,Marketing,Male,Sales Executive,Married,31950,2.0,11,8,0,5.0,4,3,0,2,0
1884,55,Travel_Rarely,Research & Development,6,1,Life Sciences,Female,Laboratory Technician,Single,26550,8.0,17,8,0,36.0,0,24,2,15,0
1885,39,Travel_Rarely,Sales,26,4,Life Sciences,Male,Research Director,Divorced,81610,7.0,12,8,1,7.0,2,3,1,2,0
1886,26,Travel_Rarely,Sales,1,3,Marketing,Female,Manufacturing Director,Single,24260,1.0,22,8,0,1.0,3,1,0,0,1
1887,34,Travel_Frequently,Sales,9,1,Technical Degree,Male,Sales Executive,Single,26570,2.0,13,8,1,5.0,3,3,0,2,0
1888,28,Travel_Rarely,Research & Development,9,3,Medical,Male,Sales Representative,Single,46480,0.0,23,8,2,9.0,2,8,0,7,0
1889,40,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,Manufacturing Director,Divorced,27180,1.0,14,8,1,9.0,4,9,4,7,0
1890,36,Travel_Frequently,Sales,5,2,Marketing,Female,Laboratory Technician,Married,47170,1.0,19,8,1,12.0,3,11,0,7,0
1891,32,Travel_Rarely,Research & Development,2,3,Medical,Male,Research Scientist,Married,57470,1.0,13,8,0,8.0,0,8,0,7,0
1892,37,Travel_Rarely,Sales,2,4,Technical Degree,Male,Manufacturing Director,Divorced,61720,0.0,11,8,0,6.0,1,5,4,3,0
1893,45,Travel_Rarely,Research & Development,24,2,Medical,Male,Sales Executive,Divorced,54760,4.0,13,8,1,9.0,3,5,0,3,0
1894,42,Travel_Rarely,Sales,21,2,Life Sciences,Female,Healthcare Representative,Single,22010,4.0,12,8,1,16.0,3,1,0,0,0
1895,27,Travel_Rarely,Research & Development,15,4,Medical,Male,Research Scientist,Single,39020,1.0,22,8,0,4.0,2,4,1,2,0
1896,41,Non-Travel,Research & Development,23,3,Life Sciences,Male,Manufacturing Director,Single,26700,2.0,15,8,2,10.0,2,8,0,7,0
1897,38,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,Research Scientist,Married,63840,3.0,19,8,2,19.0,4,10,0,1,0
1898,35,Travel_Rarely,Sales,7,4,Life Sciences,Male,Sales Representative,Single,61180,0.0,21,8,1,9.0,3,8,4,7,1
1899,34,Travel_Rarely,Sales,6,2,Life Sciences,Male,Research Director,Married,102480,1.0,12,8,1,6.0,4,6,1,3,0
1900,52,Travel_Rarely,Sales,2,1,Medical,Male,Laboratory Technician,Divorced,99800,3.0,11,8,1,18.0,2,10,6,9,0
1901,37,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Healthcare Representative,Married,53460,4.0,11,8,0,7.0,2,5,0,1,0
1902,51,Travel_Frequently,Research & Development,14,3,Life Sciences,Male,Research Director,Divorced,105270,4.0,14,8,0,31.0,3,29,11,10,0
1903,34,Travel_Frequently,Research & Development,9,4,Life Sciences,Female,Manufacturing Director,Married,26250,1.0,12,8,3,16.0,4,15,6,11,0
1904,34,Travel_Rarely,Sales,8,2,Life Sciences,Male,Laboratory Technician,Divorced,24390,3.0,11,8,2,14.0,2,7,5,7,0
1905,34,Travel_Rarely,Research & Development,7,4,Medical,Male,Research Scientist,Married,26940,1.0,16,8,1,2.0,3,2,2,2,1
1906,45,Non-Travel,Sales,2,4,Life Sciences,Male,Manufacturing Director,Married,58550,1.0,14,8,1,10.0,3,10,4,5,0
1907,50,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,Sales Executive,Divorced,62940,3.0,23,8,1,32.0,2,7,0,6,0
1908,50,Travel_Frequently,Research & Development,25,4,Life Sciences,Female,Healthcare Representative,Married,32020,2.0,24,8,1,32.0,2,2,2,2,0
1909,56,Travel_Rarely,Research & Development,4,3,Technical Degree,Female,Sales Executive,Married,198470,4.0,14,8,0,6.0,6,0,0,0,0
1910,44,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,Manufacturing Director,Married,23450,3.0,15,8,2,24.0,0,22,5,17,0
1911,25,Travel_Rarely,Research & Development,17,3,Medical,Male,Laboratory Technician,Single,199260,7.0,11,8,3,6.0,5,4,0,1,0
1912,58,Non-Travel,Research & Development,2,3,Life Sciences,Male,Manufacturing Director,Divorced,39680,2.0,13,8,2,12.0,3,5,1,2,0
1913,56,Travel_Frequently,Research & Development,20,4,Life Sciences,Female,Sales Executive,Married,53210,9.0,14,8,0,36.0,1,7,7,7,0
1914,34,Travel_Rarely,Research & Development,12,3,Technical Degree,Male,Research Scientist,Single,45050,1.0,12,8,0,6.0,3,6,1,4,0
1915,37,Travel_Rarely,Sales,2,4,Technical Degree,Male,Manufacturing Director,Divorced,61720,0.0,11,8,0,6.0,1,5,4,3,0
1916,29,Travel_Rarely,Sales,2,4,Marketing,Female,Research Scientist,Married,106500,1.0,13,8,2,1.0,2,1,0,0,1
1917,42,Travel_Frequently,Sales,13,4,Life Sciences,Female,Laboratory Technician,Single,22880,5.0,16,8,1,8.0,4,2,2,2,0
1918,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,Manufacturing Director,Single,29040,4.0,13,8,0,5.0,2,2,2,2,1
1919,51,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,Laboratory Technician,Divorced,56750,5.0,13,8,0,13.0,2,4,1,2,0
1920,32,Travel_Rarely,Sales,3,4,Life Sciences,Male,Manufacturing Director,Married,97150,1.0,15,8,1,10.0,1,10,0,9,0
1921,18,Travel_Frequently,Research & Development,3,5,Medical,Male,Research Director,Single,24790,1.0,12,8,1,0.0,2,0,0,0,1
1922,19,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,Sales Executive,Single,159720,1.0,21,8,0,1.0,2,1,1,0,1
1923,29,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Research Director,Single,66670,9.0,12,8,1,6.0,6,3,1,2,0
1924,22,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Healthcare Representative,Divorced,129360,1.0,11,8,2,4.0,3,4,2,2,0
1925,38,Travel_Frequently,Research & Development,4,2,Medical,Female,Manager,Divorced,44440,1.0,13,8,0,20.0,2,20,0,7,0
1926,31,Travel_Rarely,Research & Development,27,3,Medical,Female,Research Director,Single,21320,1.0,18,8,0,11.0,3,11,1,8,0
1927,55,Travel_Frequently,Research & Development,23,5,Life Sciences,Male,Laboratory Technician,Married,36970,3.0,13,8,1,23.0,1,3,1,2,0
1928,32,Travel_Rarely,Sales,3,4,Life Sciences,Male,Manufacturing Director,Married,97150,1.0,15,8,1,10.0,1,10,0,9,0
1929,30,Travel_Frequently,Research & Development,9,3,Other,Male,Healthcare Representative,Married,68250,1.0,14,8,0,1.0,2,1,0,0,1
1930,27,Travel_Rarely,Sales,5,4,Medical,Female,Manufacturing Director,Married,44000,9.0,17,8,1,6.0,3,2,2,2,0
1931,24,Travel_Rarely,Research & Development,5,1,Other,Male,Manufacturing Director,Married,43350,1.0,15,8,1,5.0,5,5,0,3,0
1932,28,Travel_Rarely,Sales,1,2,Life Sciences,Male,Manager,Married,44770,1.0,15,8,0,3.0,6,3,1,2,0
1933,26,Travel_Rarely,Research & Development,29,4,Life Sciences,Male,Research Scientist,Single,63890,0.0,22,8,0,8.0,2,7,0,7,0
1934,56,Travel_Rarely,Research & Development,24,4,Life Sciences,Male,Laboratory Technician,Married,32210,4.0,15,8,2,33.0,2,19,15,9,0
1935,55,Travel_Rarely,Human Resources,16,3,Technical Degree,Male,Manufacturing Director,Single,43190,4.0,11,8,0,12.0,3,9,7,3,1
1936,51,Travel_Frequently,Research & Development,14,3,Life Sciences,Male,Research Director,Divorced,105270,4.0,14,8,0,31.0,3,29,11,10,0
1937,32,Non-Travel,Sales,2,4,Marketing,Male,Research Scientist,Married,21090,0.0,13,8,1,4.0,3,3,2,2,0
1938,42,Travel_Rarely,Research & Development,6,3,Medical,Male,Laboratory Technician,Divorced,100080,6.0,19,8,1,9.0,3,4,1,2,0
1939,44,Travel_Rarely,Research & Development,5,1,Other,Male,Research Scientist,Single,52280,1.0,13,8,0,6.0,2,5,1,3,0
1940,26,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,Laboratory Technician,Divorced,59930,0.0,12,8,0,8.0,3,7,1,0,1
1941,31,Travel_Frequently,Research & Development,5,2,Technical Degree,Male,Sales Executive,Married,65020,1.0,12,8,0,4.0,3,4,0,3,0
1942,45,Travel_Rarely,Research & Development,7,2,Other,Male,Human Resources,Married,56610,3.0,12,8,0,26.0,2,9,1,1,0
1943,35,Travel_Rarely,Sales,24,3,Medical,Male,Healthcare Representative,Divorced,20700,1.0,13,8,3,5.0,1,4,0,2,1
1944,28,Travel_Frequently,Research & Development,2,3,Life Sciences,Female,Sales Representative,Married,21270,1.0,14,8,0,2.0,3,2,2,2,0
1945,36,Travel_Rarely,Sales,2,3,Technical Degree,Female,Laboratory Technician,Married,22900,4.0,11,8,0,15.0,5,1,0,0,0
1946,28,Travel_Frequently,Sales,8,3,Life Sciences,Male,Research Scientist,Married,11180,1.0,11,8,0,7.0,3,7,0,7,0
1947,35,Travel_Rarely,Research & Development,12,2,Medical,Female,Sales Representative,Married,28090,4.0,23,8,1,10.0,2,8,0,0,0
1948,34,Travel_Rarely,Research & Development,10,3,Medical,Male,Laboratory Technician,Divorced,41480,1.0,11,8,0,11.0,3,11,7,9,0
1949,44,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,Research Scientist,Divorced,47070,1.0,17,8,0,26.0,4,25,14,13,0
1950,30,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,Healthcare Representative,Divorced,28140,1.0,24,8,0,10.0,2,10,0,9,0
1951,23,Travel_Rarely,Sales,2,3,Medical,Female,Manufacturing Director,Married,45590,1.0,18,8,1,1.0,2,0,0,0,1
1952,38,Travel_Frequently,Research & Development,19,2,Life Sciences,Male,Research Scientist,Married,24510,7.0,12,8,1,19.0,3,13,2,9,0
1953,48,Travel_Rarely,Research & Development,12,4,Medical,Male,Laboratory Technician,Divorced,55620,8.0,13,8,1,18.0,2,8,7,7,0
1954,43,Travel_Frequently,Research & Development,7,4,Medical,Male,Research Scientist,Single,24390,0.0,15,8,0,9.0,2,8,1,7,0
1955,53,Travel_Rarely,Research & Development,11,4,Life Sciences,Female,Research Scientist,Married,21480,3.0,11,8,0,21.0,2,5,1,3,0
1956,37,Travel_Rarely,Research & Development,22,5,Medical,Female,Manufacturing Director,Married,30550,2.0,14,8,3,17.0,3,3,0,2,0
1957,35,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,Laboratory Technician,Single,31020,1.0,13,8,1,6.0,3,5,1,4,0
1958,42,Travel_Rarely,Research & Development,17,1,Life Sciences,Male,Research Scientist,Married,99980,5.0,24,8,2,24.0,3,22,4,14,0
1959,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,Laboratory Technician,Single,43060,2.0,11,8,2,26.0,3,24,1,11,1
1960,35,Travel_Rarely,Research & Development,18,5,Medical,Female,Research Scientist,Divorced,65380,2.0,16,8,1,15.0,3,7,6,4,0
1961,24,Travel_Rarely,Research & Development,3,3,Life Sciences,Female,Research Scientist,Divorced,14160,1.0,15,8,1,6.0,3,6,1,2,0
1962,34,Non-Travel,Research & Development,28,3,Medical,Male,Laboratory Technician,Married,56770,9.0,20,8,1,6.0,3,3,1,2,0
1963,51,Travel_Rarely,Human Resources,4,2,Human Resources,Male,Sales Representative,Single,25700,3.0,18,8,0,21.0,2,7,1,0,0
1964,30,Travel_Rarely,Research & Development,20,3,Medical,Male,Laboratory Technician,Married,25230,3.0,13,8,1,7.0,2,2,0,2,0
1965,36,Travel_Frequently,Human Resources,7,3,Medical,Male,Research Scientist,Married,26900,0.0,11,8,0,10.0,1,9,2,8,0
1966,42,Travel_Frequently,Research & Development,2,4,Medical,Female,Research Scientist,Married,29770,4.0,15,8,3,8.0,3,2,2,0,0
1967,30,Travel_Frequently,Sales,3,2,Medical,Male,Healthcare Representative,Single,28620,5.0,14,8,0,9.0,2,6,0,1,1
